hwm_id,stateName,countyName,height_above_gnd,elev_ft,hwm_environment,latitude,longitude
33588,NC,Johnston County,4.4,117.78,Riverine,35.515411,-78.348437
33996,NC,Johnston County,2.5,117.7,Riverine,35.33436,-78.396627
33584,NC,Johnston County,2.3,117.38,Riverine,35.5122467,-78.3501356
33854,NC,Robeson County,1.08,116.56,Riverine,34.60845,-79.03267
33763,NC,Robeson County,1.08,116.02,Riverine,34.62828,-79.02746
33975,NC,Johnston County,5,116.01,Riverine,35.380436,-78.401486
33764,NC,Robeson County,1.46,115.8,Riverine,34.62132,-79.01479
33853,NC,Robeson County,1.77,115.76,Riverine,34.603365,-79.026058
33855,NC,Robeson County,1.51,115.68,Riverine,34.59103,-79.0298
33850,NC,Robeson County,1.89,115.65,Riverine,34.60975,-79.01871
33765,NC,Robeson County,1.14,115.61,Riverine,34.6144,-79.01585
33817,NC,Robeson County,2.26,115.48,Riverine,34.61025,-79.00188
33847,NC,Robeson County,2.6,115.12,Riverine,34.60034,-79.0091
33810,NC,Robeson County,2.25,114.28,Riverine,34.60551,-78.99339
34043,NC,Wayne County,5,114.05,Riverine,35.1841,-77.9371
33974,NC,Johnston County,5,113.25,Riverine,35.404744,-78.384474
33831,NC,Robeson County,2.45,112.89,Riverine,34.58646,-79.00543
33928,NC,Wayne County,9,112.74,Riverine,35.25412,-78.11378
33914,NC,Duplin County,7,112.39,Riverine,35.048281,-78.029825
34017,NC,Johnston County,7,112.36,Riverine,35.338807,-78.363364
33822,NC,Robeson County,2.78,111.57,Riverine,34.591678,-78.984034
33827,NC,Robeson County,3.18,111.2,Riverine,34.58023,-78.99583
33972,NC,Johnston County,2.5,110.86,Riverine,35.400594,-78.374261
33567,SC,Chesterfield County,1.8,109.9,Riverine,34.705,-79.896
33971,NC,Johnston County,5,108.96,Riverine,35.406818,-78.368354
33578,SC,Chesterfield County,1.69,108.79,Riverine,34.70434,-79.89574
33901,NC,Duplin County,4.5,108.75,Riverine,35.08343,-78.090023
33957,NC,Wayne County,7.5,108.29,Riverine,35.184431,-77.872024
33667,SC,Dillon County,7.72,107.05,Riverine,34.474167,-79.378889
33570,SC,Chesterfield County,2.73,105.24,Riverine,34.70613,-79.89565
33646,SC,Dillon County,0.66,105.15,Riverine,34.48783,-79.39414
33601,NC,Wayne County,0.25,105.05,Riverine,35.32172,-77.83219
33575,SC,Chesterfield County,2.75,104.98,Riverine,34.70784,-79.89471
33550,NC,Harnett County,1.36,104.96,Riverine,35.314178,-78.692012
33552,NC,Harnett County,2.2,104.94,Riverine,35.3111989,-78.6944146
33561,SC,Marlboro County,1.65,103.51,Riverine,34.716,-79.864
33562,SC,Marlboro County,1.1,103.51,Riverine,34.716,-79.864
33565,SC,Marlboro County,1.55,103.4,Riverine,34.722,-79.861
33897,NC,Duplin County,5,103.13,Riverine,35.122543,-78.093153
33566,SC,Chesterfield County,3.05,103.04,Riverine,34.70899,-79.90012
33574,SC,Chesterfield County,1.81,103.01,Riverine,34.70872,-79.89529
33573,NC,Wayne County,0.25,102.27,Riverine,35.322181,-77.833649
34077,NC,Sampson County,2.72,102.02,Riverine,34.998048,-78.643247
34075,NC,Sampson County,1.2,101.01,Riverine,34.99623,-78.643012
33926,NC,Robeson County,1.86,100.76,Riverine,34.58229,-78.87364
33544,NC,Lenoir County,0.5,100.26,Riverine,35.312007,-77.798608
33959,NC,Wayne County,3,100.22,Riverine,35.16883,-77.871664
33718,SC,Chesterfield County,3.19,99.56,Riverine,34.649,-79.886
33556,NC,Lenoir County,0.5,99.55,Riverine,35.3122,-77.79973
33536,NC,Cumberland County,2.53,99.05,Riverine,35.0661463,-78.8911244
33960,NC,Duplin County,10,98.17,Riverine,35.152582,-77.851238
33506,NC,Cumberland County,4.49,97.84,Riverine,34.9695662,-78.9353504
33800,SC,Florence County,0.76,97.76,Riverine,33.9829398,-79.891924
34014,NC,Johnston County,8,97.76,Riverine,35.350858,-78.303388
34005,NC,Johnston County,6,97.4,Riverine,35.36848,-78.307603
34124,NC,Cumberland County,1.46,97.21,Riverine,35.021828,-78.805621
33795,SC,Florence County,0.64,97.2,Riverine,33.9829398,-79.891924
33546,NC,Cumberland County,3.27,95.9,Riverine,35.063175,-78.888732
33585,SC,Darlington County,4.28,95.45,Riverine,34.3,-79.83556
33514,NC,Cumberland County,1.62,93.53,Riverine,34.9608799,-78.9419533
33665,SC,Dillon County,2.4,93.26,Riverine,34.40472,-79.33444
33535,NC,Wayne County,1.46,93.24,Riverine,35.40067,-77.9575
33579,NC,Lenoir County,1,92.81,Riverine,35.299021,-77.7964
33639,SC,Dillon County,1.49,92.64,Riverine,34.4053,-79.3403
33577,NC,Lenoir County,0,92.6,Riverine,35.297523,-77.798919
33513,NC,Cumberland County,2.14,92.2,Riverine,34.961645,-78.9243248
33749,SC,Darlington County,4.66,91.73,Riverine,34.51279,-79.86391
33746,SC,Darlington County,4.15,91.34,Riverine,34.51354,-79.86315
33872,NC,Robeson County,0.46,91.14,Riverine,34.49995,-78.93859
33705,SC,Dillon County,0.86,89.03,Riverine,34.37194,-79.35889
33924,NC,Robeson County,0.74,88.74,Riverine,34.4804,-78.87836
33534,NC,Wayne County,4,87.9,Riverine,35.38593,-77.956546
33735,SC,Chesterfield County,3.58,87.75,Riverine,34.554,-79.856
33875,NC,Robeson County,2.8,87.47,Riverine,34.47662,-78.9695
33511,NC,Cumberland County,1.42,87.29,Riverine,34.9663799,-78.9171345
33712,SC,Dillon County,1.51,86.41,Riverine,34.348333,-79.349444
34171,NC,Cumberland County,0.51,86.07,Riverine,35.044773,-78.877685
33719,NC,Cumberland County,4.65,85.88,Riverine,35.012996,-78.829144
33717,NC,Cumberland County,3.39,85.56,Riverine,35.05441,-78.87916
33866,NC,Bladen County,4.31,85.53,Riverine,34.48861,-78.65054
33722,SC,Marlboro County,2.91,84.97,Riverine,34.531,-79.83
33881,NC,Robeson County,1.67,84.97,Riverine,34.4439,-78.96172
33641,NC,Sampson County,2.92,84.82,Riverine,34.915926,-78.5514807
33640,NC,Cumberland County,5.85,84.76,Riverine,34.9134491,-78.55332724
33889,NC,Columbus County,2.8,84.55,Riverine,34.4397,-78.95343
33859,NC,Bladen County,2.12,84.05,Riverine,34.487998,-78.65157
33791,NC,Onslow County,0.8,83.9,Riverine,34.8342,-77.580073
33512,NC,Wayne County,0.41,81.81,Riverine,35.42691,-78.01758
34166,NC,Cumberland County,5.55,81.63,Riverine,35.059998,-78.867476
34167,NC,Cumberland County,2.64,81.59,Riverine,35.04822,-78.871761
33693,NC,Cumberland County,2.73,81.55,Riverine,35.047994,-78.859588
34165,NC,Cumberland County,7.2,81.45,Riverine,35.052794,-78.873009
33750,SC,Marlboro County,1.69,80.53,Riverine,34.53507,-79.73169
33896,NC,Columbus County,2.35,77.64,Riverine,34.3889,-78.97767
33524,NC,Wayne County,0.41,77.34,Riverine,35.375728,-77.961807
33808,SC,Florence County,2.95,77.32,Riverine,34.0343998,-79.7903675
33521,NC,Wayne County,0.58,77.17,Riverine,35.360298,-77.975548
34104,NC,Columbus County,4.65,76.59,Riverine,34.157475,-78.856483
33708,SC,Dillon County,0.64,76.24,Riverine,34.34944,-79.16556
33807,NC,Lenoir County,3.5,76.21,Riverine,35.126205,-77.583649
34840,NC,Columbus County,2.41,74.88,Riverine,34.14593,-78.868567
33918,SC,Florence County,2.8,74.39,Riverine,34.244,-79.736
33509,NC,Wayne County,1.72,74.23,Riverine,35.405381,-78.022587
33518,NC,Wayne County,0.37,73.9,Riverine,35.385409,-78.037678
33917,SC,Florence County,4.17,73.83,Riverine,34.243,-79.739
33503,NC,Wayne County,0.83,73.13,Riverine,35.378963,-78.010596
33502,NC,Wayne County,0.57,73.1,Riverine,35.342089,-78.041553
33916,SC,Florence County,2.3,72.2,Riverine,34.244,-79.732
33520,NC,Wayne County,0.68,71.36,Riverine,35.339583,-78.030802
33515,NC,Wayne County,0.44,70.53,Riverine,35.35355,-78.007
34130,NC,Cumberland County,5.13,69.59,Riverine,34.89775,-78.810318
33517,NC,Wayne County,0.69,69.58,Riverine,35.3482,-77.99481
33519,NC,Wayne County,0,69.2,Riverine,35.348886,-77.980361
33899,NC,Columbus County,2.19,68.35,Riverine,34.31789,-79.02452
33919,NC,Columbus County,3.41,67.27,Riverine,34.31288,-79.03731
33592,NC,Bladen County,0.46,66.82,Riverine,34.834678,-78.824813
33805,NC,Jones County,4.3,66.23,Riverine,35.067472,-77.590084
33921,NC,Columbus County,2.4,66.19,Riverine,34.30723,-79.04385
34035,NC,Columbus County,5.84,62.1,Riverine,34.346524,-78.659913
34028,NC,Columbus County,0.79,61.85,Riverine,34.33995,-78.67999
33593,NC,Bladen County,3.14,61.48,Riverine,34.75423,-78.78013
33814,SC,Florence County,0.55,60.47,Riverine,33.97511,-79.6817598
33682,NC,Columbus County,2.43,60.42,Riverine,34.3141174,-78.708181
33812,SC,Florence County,0.77,60.08,Riverine,33.97511,-79.6817598
33915,SC,Florence County,0.99,60.07,Riverine,34.25399,-79.67947
33599,NC,Bladen County,3.92,59.6,Riverine,34.73849,-78.74883
33679,NC,Columbus County,3.83,59,Riverine,34.3205933,-78.7012116
34133,NC,Sampson County,3.33,57.53,Riverine,34.794633,-78.303898
33710,SC,Marion County,1.38,57.47,Riverine,34.25028,-79.14722
34131,NC,Bladen County,5.87,57.26,Riverine,34.690593,-78.57878
33715,SC,Marion County,2.95,57,Riverine,34.24167,-79.14861
33685,SC,Marion County,3.17,56.82,Riverine,34.236166,-79.151271
33683,SC,Marion County,2.69,56.64,Riverine,34.234797,-79.150886
33745,SC,Marion County,2.35,56.52,Riverine,34.229,-79.1412
33681,SC,Marion County,2.28,56.47,Riverine,34.233611,-79.1475
34094,NC,Duplin County,5.14,56.28,Riverine,34.95204,-77.874528
33686,SC,Marion County,2.28,56.05,Riverine,34.227779,-79.153377
33748,SC,Marion County,2.38,55.87,Riverine,34.22722,-79.14667
33747,SC,Marion County,2.89,54.6,Riverine,34.2267,-79.1417
34087,NC,Wayne County,1.36,53.9,Riverine,35.227149,-77.846018
33676,NC,Columbus County,3.4,53.03,Riverine,34.3201145,-78.5917296
33876,SC,Marion County,5,53.01,Riverine,34.1912127,-79.1701188
33594,NC,Bladen County,2.2,52.88,Riverine,34.65704,-78.67649
33879,SC,Marion County,6.79,52.56,Riverine,34.1842753,-79.1721324
34042,NC,Bladen County,0.65,52.51,Riverine,34.694569,-78.659167
33598,NC,Bladen County,2.68,52.36,Riverine,34.66933,-78.642244
33884,SC,Marion County,5.96,52.27,Riverine,34.1819791,-79.1722028
33890,SC,Marion County,1.78,52.21,Riverine,34.2043,-79.5409
33887,SC,Marion County,3.45,52.19,Riverine,34.2083,-79.5438
33886,SC,Marion County,4.95,51.82,Riverine,34.1838745,-79.1815694
33891,SC,Marion County,6.1,51.59,Riverine,34.1813156,-79.1852055
33779,NC,Duplin County,8.32,50.94,Riverine,34.909945,-77.838303
33780,NC,Duplin County,5.75,50.61,Riverine,34.9070534,-77.8379688
33781,NC,Duplin County,7.44,50.55,Riverine,34.904681,-77.850691
33963,NC,Sampson County,11.32,49.84,Riverine,34.7214,-78.27119
33597,NC,Bladen County,2.68,49.78,Riverine,34.65162,-78.6095
33595,NC,Bladen County,0.82,49.31,Riverine,34.63134,-78.60496
34062,NC,Brunswick County,1.2,49.28,Riverine,34.04028,-78.068663
34056,NC,Columbus County,3.71,48.28,Riverine,34.268406,-78.61052
33988,SC,Horry County,5.15,47.79,Riverine,34.1437514,-79.2064801
33902,SC,Horry County,3.32,47.41,Riverine,34.1402797,-79.2045845
33949,NC,Bladen County,8.81,46.42,Riverine,34.62144,-78.57993
33900,SC,Marion County,1.33,46.27,Riverine,34.1282926,-79.4558411
33628,NC,Columbus County,1.75,46.04,Riverine,34.2885118,-78.4709423
33894,SC,Marion County,3.36,45.97,Riverine,34.1653303,-79.5142539
33629,NC,Columbus County,1.6,45.88,Riverine,34.2998141,-78.4826394
33898,SC,Marion County,3.6,45.54,Riverine,34.1653303,-79.5142539
33666,NC,Columbus County,1.1,45.18,Riverine,34.2753407,-78.5374571
33671,NC,Columbus County,1.22,45.16,Riverine,34.2917259,-78.5499193
33962,NC,Sampson County,1.18,45.12,Riverine,34.68011,-78.22567
33668,NC,Columbus County,1.57,45.03,Riverine,34.275116,-78.5381534
33630,NC,Columbus County,1.38,45.01,Riverine,34.3112922,-78.5473638
33664,NC,Columbus County,1.63,44.92,Riverine,34.261452,-78.5238234
34064,NC,Sampson County,5.35,44.57,Riverine,34.680224,-78.226153
34162,NC,New Hanover County,0.49,42.71,Riverine,34.287742,-77.827943
33801,NC,Duplin County,3.92,42.34,Riverine,34.8305441,-77.819702
33804,NC,Duplin County,7.02,42.16,Riverine,34.8339217,-77.8274505
33993,SC,Horry County,0.85,41.95,Riverine,34.067696,-79.238783
33553,NC,Greene County,1.96,41.52,Riverine,35.45555,-77.668894
